timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508903.616597,-0.008694,0.382152,-0.013620,-0.121012,0.090852,-0.138704,-0.008067,-0.372919,-0.927829,0.163600,-0.013236,-0.041104
1522508903.636647,-0.007278,0.381045,-0.017280,0.047253,0.008124,-0.165485,-0.006756,-0.371891,-0.928252,0.061657,0.036289,-0.020830
1522508903.656697,-0.007326,0.383815,-0.020793,0.096539,-0.062176,-0.175305,-0.006793,-0.374461,-0.927218,0.039676,0.000987,-0.024549
1522508903.676717,-0.009722,0.384844,-0.024251,0.006432,-0.143734,-0.209979,-0.009010,-0.375414,-0.926813,0.003822,0.014300,-0.029272
1522508903.696767,-0.008371,0.386449,-0.030774,0.117147,-0.130832,-0.313860,-0.007754,-0.376902,-0.926221,0.001055,0.022623,-0.030841
1522508903.716817,0.003864,0.385258,-0.039136,-0.232421,0.585777,-0.478729,0.003581,-0.375798,-0.926695,-0.175166,0.059681,0.124143
1522508903.736867,0.013334,0.379747,-0.046421,-0.342338,0.130554,-0.157154,0.012384,-0.370685,-0.928676,0.058875,-0.052807,-0.011983
1522508903.756917,0.014124,0.376476,-0.045036,0.051254,0.016335,0.074286,0.013135,-0.367646,-0.929873,0.087344,0.082398,0.000796
1522508903.776967,0.013364,0.379516,-0.044493,0.145376,-0.018687,0.029371,0.012413,-0.370471,-0.928761,-0.007789,0.012973,0.005894
1522508903.796987,0.010390,0.380291,-0.043137,-0.009306,-0.044912,0.014094,0.009647,-0.371191,-0.928506,0.018902,-0.005625,0.018076
1522508903.817037,0.009187,0.380554,-0.043237,-0.016699,-0.068518,-0.016891,0.008529,-0.371435,-0.928420,0.029099,0.014273,0.017607
1522508903.837087,0.009789,0.379895,-0.044833,0.015210,-0.110128,-0.049519,0.009091,-0.370823,-0.928659,0.027210,0.002873,0.014413
1522508903.857137,0.007722,0.380240,-0.045406,0.076055,-0.112994,-0.012505,0.007170,-0.371143,-0.928548,0.017198,0.026081,0.015645
1522508903.877187,0.006377,0.381468,-0.045952,0.027014,-0.088664,-0.025973,0.005919,-0.372284,-0.928100,0.017687,0.011551,0.009826
1522508903.897237,0.005221,0.382227,-0.046278,0.064794,-0.080872,0.035361,0.004844,-0.372988,-0.927824,0.004113,0.002856,0.020093
