timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508978.083577,0.077068,-0.064596,0.029706,-0.151382,0.253452,-0.072413,0.076831,0.064551,-0.994952,-0.014026,0.086114,-0.171704
1522508978.103444,0.082046,-0.071127,0.027602,-0.394904,0.262881,-0.150405,0.081746,0.071067,-0.994116,-0.031804,0.035302,-0.164407
1522508978.123311,0.087205,-0.079609,0.025465,-0.404816,0.271405,-0.134526,0.086819,0.079525,-0.993045,-0.059460,-0.008953,-0.124768
1522508978.143178,0.092868,-0.086832,0.024233,-0.327716,0.294729,-0.071253,0.092385,0.086723,-0.991940,-0.073601,-0.027107,-0.077625
1522508978.163014,0.097820,-0.092213,0.023313,-0.226918,0.215354,-0.060339,0.097249,0.092083,-0.990991,-0.063756,-0.016659,-0.024634
1522508978.182881,0.100282,-0.096060,0.022565,-0.183912,0.064739,-0.067931,0.099652,0.095913,-0.990389,-0.027798,-0.045284,0.027147
1522508978.202748,0.099329,-0.099605,0.020691,-0.148873,-0.104301,-0.140975,0.098674,0.099440,-0.990139,-0.018489,-0.053465,0.080761
1522508978.222615,0.094896,-0.102271,0.017884,-0.108068,-0.277363,-0.131198,0.094258,0.102093,-0.990299,-0.032185,-0.080730,0.117786
1522508978.242482,0.087400,-0.105146,0.016084,-0.155195,-0.409390,-0.098479,0.086806,0.104952,-0.990681,-0.053695,-0.064807,0.143117
1522508978.262349,0.078723,-0.108513,0.014533,-0.161886,-0.416872,-0.070590,0.078179,0.108301,-0.991039,-0.069497,-0.051401,0.157757
1522508978.282216,0.071008,-0.110900,0.014474,-0.167289,-0.357816,0.015760,0.070512,0.110673,-0.991352,-0.087754,-0.053728,0.143025
1522508978.302083,0.065976,-0.113253,0.016776,-0.104435,-0.217718,0.152899,0.065506,0.113011,-0.991432,-0.099610,-0.084355,0.130165
1522508978.321950,0.062524,-0.114870,0.019530,-0.089254,-0.186598,0.128144,0.062072,0.114618,-0.991469,-0.074172,-0.079904,0.090468
1522508978.341816,0.059786,-0.116794,0.023329,-0.115357,-0.182194,0.266235,0.059343,0.116529,-0.991413,-0.149614,-0.151395,0.052143
1522508978.361683,0.056973,-0.120141,0.028203,-0.217838,-0.159622,0.235427,0.056532,0.119853,-0.991181,-0.064283,-0.096186,0.028214
1522508978.381550,0.054353,-0.124605,0.031099,-0.266111,-0.148697,0.069181,0.053905,0.124283,-0.990782,-0.044902,-0.009476,0.027540
1522508978.401417,0.052969,-0.125975,0.033541,0.011283,-0.047512,0.159556,0.052525,0.125642,-0.990684,-0.027119,-0.030900,0.029152
1522508978.421284,0.054393,-0.124247,0.038572,0.104210,0.113211,0.304487,0.053947,0.123927,-0.990824,0.003212,-0.064204,-0.022482
1522508978.441162,0.057688,-0.119493,0.045672,0.082035,0.123864,0.362031,0.057245,0.119209,-0.991218,0.003378,-0.048591,-0.084558
1522508978.461029,0.054131,-0.117592,0.049312,-0.097623,-0.152541,0.077217,0.053731,0.117322,-0.991639,0.084453,-0.046002,-0.171889
1522508978.480896,0.050198,-0.121638,0.052310,-0.297712,-0.071306,0.295644,0.049806,0.121338,-0.991361,0.085066,-0.064972,-0.240588
1522508978.500763,0.053143,-0.124563,0.067692,-0.112397,0.167829,1.058808,0.052707,0.124241,-0.990851,0.174817,-0.042210,-0.298349
1522508978.520599,0.066775,-0.134998,0.114380,-1.226417,0.108616,2.686201,0.066118,0.134588,-0.988693,-0.242342,-0.566335,-0.290222
1522508978.540466,0.059170,-0.142639,0.145995,0.383289,-0.610448,1.060950,0.058535,0.142156,-0.988112,0.242917,1.002055,-0.084077
1522508978.560333,0.062718,-0.140212,0.159756,-0.333301,0.150889,0.640968,0.062062,0.139753,-0.988240,-0.127613,-0.339856,-0.102016
1522508978.580200,0.059250,-0.154275,0.169684,-0.829988,-0.402470,0.332319,0.058512,0.153664,-0.986389,0.236913,0.188682,-0.072800
1522508978.600067,0.053910,-0.160079,0.177160,0.060950,-0.213528,0.383121,0.053195,0.159396,-0.985780,0.036710,0.253263,0.054384
1522508978.619934,0.052705,-0.148627,0.185522,0.834220,-0.129346,0.485694,0.052100,0.148081,-0.987602,-0.023184,0.297858,0.024986
1522508978.639801,0.050325,-0.129825,0.194340,0.809726,-0.182043,0.477216,0.049881,0.129460,-0.990329,0.038910,0.177150,0.017444
1522508978.659668,0.048624,-0.123353,0.202571,-0.017195,-0.118974,0.367051,0.048236,0.123040,-0.991229,0.062543,0.063117,0.045596
1522508978.679535,0.046142,-0.132304,0.205427,-0.790529,-0.126026,-0.137906,0.045723,0.131918,-0.990206,0.061394,0.102625,0.161257
1522508978.699402,0.049306,-0.144091,0.210868,-0.358467,0.119444,0.574282,0.048776,0.143593,-0.988434,0.068259,-0.018288,0.276444
1522508978.719269,0.052133,-0.148335,0.221096,-0.175302,0.042237,0.312599,0.051537,0.147791,-0.987675,0.134132,0.146902,0.261967
1522508978.739136,0.054368,-0.150235,0.222221,-0.042304,0.174244,-0.020569,0.053729,0.149671,-0.987275,0.028119,0.079425,0.220475
1522508978.759003,0.058767,-0.146546,0.226068,0.281897,0.187638,0.324821,0.058104,0.146022,-0.987574,0.042635,0.066106,0.158533
1522508978.778870,0.063118,-0.140563,0.231213,0.245185,0.181648,0.205090,0.062454,0.140100,-0.988166,0.059525,-0.015238,0.088660
1522508978.798737,0.067565,-0.133918,0.234100,0.353563,0.194265,0.159409,0.066909,0.133518,-0.988785,0.034562,-0.129612,0.074860
1522508978.818604,0.070423,-0.126558,0.236830,0.383290,0.096017,0.155425,0.069802,0.126221,-0.989543,0.045478,-0.106964,0.033809
1522508978.838471,0.073094,-0.119154,0.238190,0.310243,0.180779,0.057910,0.072512,0.118873,-0.990258,0.005461,-0.065284,0.039315
1522508978.858307,0.077071,-0.112131,0.238831,0.405541,0.190109,0.027093,0.076511,0.111896,-0.990770,0.017819,-0.092517,0.041063
1522508978.878174,0.080396,-0.103041,0.238651,0.542883,0.162420,0.028425,0.079884,0.102859,-0.991483,0.011761,-0.000045,0.043653
1522508978.898041,0.083336,-0.088004,0.237801,0.865179,0.146989,-0.000767,0.082917,0.087890,-0.992673,0.034057,0.006974,0.036924
1522508978.917908,0.085796,-0.068716,0.233550,0.957922,0.142958,-0.221592,0.085489,0.068662,-0.993970,0.040869,-0.042737,0.014463
